2026-02-26T14:44:27Z watchdog: log file missing, no action
2026-03-08T04:45:01Z watchdog: stalled (age=255m) but max restarts reached (10), no action
2026-03-08T05:00:01Z watchdog: stalled (age=270m) but max restarts reached (10), no action
2026-03-08T05:05:01Z watchdog: stalled (age=275m) but max restarts reached (10), no action
2026-03-08T05:15:01Z watchdog: stalled (age=285m) but max restarts reached (10), no action
2026-03-08T05:20:01Z watchdog: stalled (age=290m) but max restarts reached (10), no action
2026-03-08T05:25:01Z watchdog: stalled (age=295m) but max restarts reached (10), no action
2026-03-08T05:30:01Z watchdog: stalled (age=300m) but max restarts reached (10), no action
2026-03-08T05:35:01Z watchdog: stalled (age=305m) but max restarts reached (10), no action
2026-03-08T05:50:01Z watchdog: stalled (age=320m) but max restarts reached (10), no action
2026-03-08T05:55:02Z watchdog: stalled (age=325m) but max restarts reached (10), no action
2026-03-08T06:00:01Z watchdog: healthy (age=0m), no action
2026-03-08T06:05:01Z watchdog: healthy (age=4m), no action
2026-03-08T06:10:01Z watchdog: healthy (age=9m), no action
2026-03-08T06:20:01Z watchdog: healthy (age=19m), no action
2026-03-08T06:25:01Z watchdog: stalled (age=24m) but max restarts reached (10), no action
2026-03-08T06:30:01Z watchdog: stalled (age=29m) but max restarts reached (10), no action
2026-03-08T06:35:01Z watchdog: stalled (age=34m) but max restarts reached (10), no action
